Timestamp,Age Group,Gender,Preferred Tool,Satisfaction,Feedback
2026-04-06 05:21:34,25-34,Male,Power BI,5,Could be faster.
2026-03-26 03:51:34,35-44,Female,Power BI,5,Basic features are lacking.
2026-04-12 09:31:34,45+,Female,Excel,4,Could be faster.
2026-04-10 18:38:34,35-44,Female,Python,4,Basic features are lacking.
2026-03-29 12:02:34,25-34,Female,Power BI,4,Basic features are lacking.
2026-03-26 07:52:34,45+,Male,R,2,Needs better UI.
2026-04-08 13:19:34,25-34,Male,Excel,3,I love the open source community.
2026-03-25 04:56:34,25-34,Male,Power BI,5,Basic features are lacking.
2026-04-17 14:58:34,18-24,Female,Power BI,5,Steep learning curve.
2026-04-07 01:54:34,45+,Female,Excel,4,Very useful for my job.
2026-04-04 08:33:34,35-44,Female,Excel,3,Basic features are lacking.
2026-03-26 22:29:34,35-44,Male,Excel,5,Best tool on the market.
2026-04-11 21:56:34,45+,Male,Excel,4,Best tool on the market.
2026-03-29 18:48:34,45+,Female,Tableau,3,Could be faster.
2026-04-19 19:30:34,18-24,Male,Python,5,Could be faster.
2026-04-19 05:53:34,35-44,Female,R,3,Steep learning curve.
2026-04-16 08:29:34,35-44,Male,Power BI,4,Steep learning curve.
2026-03-27 16:54:34,25-34,Female,Python,4,Needs better UI.
2026-04-03 01:57:34,45+,Male,R,4,"Great tool, highly recommended!"
2026-04-20 09:11:34,25-34,Male,Tableau,1,Basic features are lacking.
2026-04-09 22:00:34,35-44,Male,Python,4,Needs better UI.
2026-04-10 09:26:34,18-24,Female,R,1,Basic features are lacking.
2026-04-17 21:11:34,18-24,Non-Binary,Tableau,1,Basic features are lacking.
2026-03-26 15:07:34,35-44,Female,Python,5,Best tool on the market.
2026-04-08 10:18:34,35-44,Male,Power BI,5,Basic features are lacking.
2026-04-17 20:06:34,45+,Male,Python,4,Could be faster.
2026-03-26 14:41:34,35-44,Female,Python,3,Could be faster.
2026-04-15 00:48:34,25-34,Male,Tableau,3,I love the open source community.
2026-04-06 01:17:34,45+,Female,R,3,Very useful for my job.
2026-04-05 02:11:34,25-34,Male,Tableau,2,Steep learning curve.
2026-04-03 23:33:34,35-44,Female,Power BI,4,"Great tool, highly recommended!"
2026-03-29 11:35:34,25-34,Male,Python,4,Basic features are lacking.
2026-03-29 20:37:34,35-44,Female,Excel,4,Could be faster.
2026-04-08 22:26:34,25-34,Male,Tableau,3,Could be faster.
2026-04-03 13:47:34,45+,Female,R,1,Steep learning curve.
2026-04-11 11:07:34,18-24,Female,Power BI,4,Could be faster.
2026-03-23 09:19:34,18-24,Female,Power BI,5,Steep learning curve.
2026-04-08 08:21:34,25-34,Male,Power BI,5,Basic features are lacking.
2026-03-24 12:25:34,45+,Male,Power BI,5,Basic features are lacking.
2026-04-14 16:41:34,25-34,Female,Tableau,3,"Great tool, highly recommended!"
2026-04-07 05:55:34,35-44,Female,Tableau,2,Could be faster.
2026-04-15 15:59:34,25-34,Female,Python,3,I love the open source community.
2026-04-01 13:16:34,18-24,Female,Python,5,Basic features are lacking.
2026-03-22 00:38:34,25-34,Female,Tableau,1,Could be faster.
2026-04-18 03:40:34,45+,Male,Power BI,5,Very useful for my job.
2026-04-10 02:19:34,25-34,Non-Binary,Tableau,5,Very useful for my job.
2026-04-12 23:05:34,18-24,Female,Excel,4,Basic features are lacking.
2026-04-11 14:46:34,45+,Female,R,3,Steep learning curve.
2026-04-04 02:21:34,35-44,Male,Python,5,"Great tool, highly recommended!"
2026-04-15 12:38:34,18-24,Male,Python,4,Needs better UI.
2026-04-08 16:40:34,18-24,Male,Python,5,I love the open source community.
2026-04-03 22:46:34,25-34,Female,Python,5,Very useful for my job.
2026-04-06 00:26:34,35-44,Female,Excel,3,Steep learning curve.
2026-03-29 19:54:34,25-34,Male,Excel,5,"Great tool, highly recommended!"
2026-04-07 10:08:34,25-34,Female,Tableau,5,Basic features are lacking.
2026-03-22 02:53:34,45+,Female,Excel,3,I love the open source community.
2026-04-02 19:31:34,45+,Male,Power BI,3,Basic features are lacking.
2026-03-27 22:31:34,25-34,Female,Python,4,I love the open source community.
2026-04-20 04:47:34,25-34,Male,Excel,2,Steep learning curve.
2026-03-31 11:17:34,45+,Female,Python,3,Steep learning curve.
2026-03-21 23:36:34,18-24,Female,R,3,Steep learning curve.
2026-04-04 22:07:34,35-44,Male,Python,3,Steep learning curve.
2026-04-18 21:59:34,18-24,Female,Tableau,3,Steep learning curve.
2026-04-12 10:57:34,25-34,Male,R,4,Could be faster.
2026-04-14 00:36:34,45+,Female,Excel,2,Could be faster.
2026-03-29 02:44:34,45+,Male,Tableau,4,Could be faster.
2026-04-18 21:35:34,35-44,Male,Power BI,4,Steep learning curve.
2026-04-12 19:13:34,35-44,Female,Power BI,4,I love the open source community.
2026-03-29 19:24:34,35-44,Male,Power BI,5,Steep learning curve.
2026-04-05 08:53:34,35-44,Male,Tableau,3,Basic features are lacking.
2026-04-03 20:58:34,35-44,Male,Power BI,5,Basic features are lacking.
2026-03-26 08:53:34,18-24,Female,Python,5,"Great tool, highly recommended!"
2026-04-13 15:38:34,25-34,Female,R,4,Needs better UI.
2026-04-11 19:12:34,25-34,Female,Excel,3,"Great tool, highly recommended!"
2026-04-09 11:54:34,45+,Female,Python,4,"Great tool, highly recommended!"
2026-04-07 08:38:34,18-24,Male,Excel,4,Best tool on the market.
2026-03-21 08:04:34,45+,Female,R,4,Needs better UI.
2026-04-18 18:45:34,25-34,Male,Power BI,5,Best tool on the market.
2026-04-16 02:29:34,45+,Male,Tableau,3,Basic features are lacking.
2026-04-07 22:56:34,25-34,Male,Python,4,"Great tool, highly recommended!"
2026-03-23 03:36:34,45+,Female,Python,5,"Great tool, highly recommended!"
2026-04-11 20:17:34,45+,Female,Excel,3,Needs better UI.
2026-04-18 08:10:34,18-24,Male,Power BI,5,Basic features are lacking.
2026-03-28 17:11:34,18-24,Female,Excel,5,"Great tool, highly recommended!"
2026-03-26 01:13:34,25-34,Female,Tableau,3,Needs better UI.
2026-03-29 20:48:34,25-34,Female,Tableau,4,Could be faster.
2026-04-02 14:20:34,18-24,Female,Excel,4,"Great tool, highly recommended!"
2026-03-24 04:26:34,18-24,Male,Power BI,4,I love the open source community.
2026-04-14 01:13:34,35-44,Female,Tableau,5,Basic features are lacking.
2026-03-28 02:47:34,45+,Male,Power BI,5,I love the open source community.
2026-03-23 10:30:34,25-34,Female,Python,5,Best tool on the market.
2026-03-25 03:57:34,25-34,Female,Excel,3,Could be faster.
2026-03-23 17:12:34,35-44,Male,Excel,5,Needs better UI.
2026-03-24 17:23:34,45+,Male,Power BI,4,I love the open source community.
2026-03-23 15:17:34,35-44,Female,Power BI,3,Could be faster.
2026-04-17 03:12:34,35-44,Male,Python,5,Steep learning curve.
2026-04-08 07:22:34,45+,Male,Excel,2,Could be faster.
2026-03-29 06:21:34,18-24,Male,Excel,3,I love the open source community.
2026-03-30 07:02:34,18-24,Male,R,5,Basic features are lacking.
2026-04-09 10:24:34,45+,Male,Excel,5,"Great tool, highly recommended!"
2026-04-20 03:33:34,45+,Female,Excel,4,Basic features are lacking.
2026-03-31 05:04:34,25-34,Male,Power BI,5,Steep learning curve.
2026-04-05 01:23:34,45+,Non-Binary,Excel,4,Basic features are lacking.
2026-04-20 10:02:34,25-34,Male,Excel,3,I love the open source community.
2026-03-31 19:11:34,25-34,Female,Power BI,4,Very useful for my job.
2026-04-11 08:13:34,45+,Female,R,3,Basic features are lacking.
2026-04-15 01:05:34,18-24,Female,Tableau,4,Basic features are lacking.
2026-03-25 11:31:34,25-34,Male,R,4,I love the open source community.
2026-04-15 03:16:34,45+,Non-Binary,Tableau,4,I love the open source community.
2026-04-07 08:11:34,45+,Female,Excel,2,Needs better UI.
2026-03-23 22:54:34,35-44,Male,Power BI,4,"Great tool, highly recommended!"
2026-04-08 11:55:34,45+,Non-Binary,Excel,2,Basic features are lacking.
2026-03-23 15:18:34,35-44,Male,Power BI,5,Steep learning curve.
2026-04-04 02:37:34,45+,Female,Power BI,4,Very useful for my job.
2026-03-31 15:42:34,18-24,Male,Python,5,Needs better UI.
2026-04-16 14:21:34,35-44,Male,Tableau,3,Steep learning curve.
2026-04-06 06:34:34,45+,Male,Tableau,2,Could be faster.
2026-03-23 00:14:34,18-24,Male,Excel,3,Needs better UI.
2026-04-10 21:11:34,25-34,Female,Power BI,5,Very useful for my job.
2026-03-31 08:39:34,45+,Male,Tableau,3,Very useful for my job.
2026-03-26 11:54:34,45+,Male,Power BI,4,Steep learning curve.
2026-04-04 09:39:34,45+,Male,R,1,Steep learning curve.
2026-03-29 14:03:34,18-24,Female,Power BI,5,Very useful for my job.
2026-04-01 01:24:34,45+,Male,Tableau,1,Could be faster.
2026-04-09 03:51:34,45+,Female,Excel,5,Could be faster.
2026-04-17 05:51:34,25-34,Female,Excel,4,Needs better UI.
2026-04-10 19:32:34,18-24,Male,Python,3,Very useful for my job.
2026-04-01 13:21:34,45+,Male,R,1,Basic features are lacking.
2026-04-02 20:43:34,25-34,Female,Tableau,5,Best tool on the market.
2026-03-24 20:32:34,45+,Female,Excel,3,"Great tool, highly recommended!"
2026-04-04 19:24:34,45+,Non-Binary,Power BI,4,Basic features are lacking.
2026-04-03 12:43:34,45+,Female,Tableau,4,Basic features are lacking.
2026-03-25 17:48:34,18-24,Female,R,5,Best tool on the market.
2026-03-21 23:26:34,35-44,Male,Tableau,5,Basic features are lacking.
2026-04-07 07:19:34,18-24,Male,Power BI,5,Could be faster.
2026-04-06 17:00:34,45+,Female,Tableau,3,Needs better UI.
2026-04-13 12:00:34,25-34,Male,Python,3,Basic features are lacking.
2026-03-29 03:07:34,18-24,Male,Python,5,Steep learning curve.
2026-03-27 14:49:34,35-44,Female,Power BI,5,I love the open source community.
2026-03-26 10:20:34,25-34,Female,Python,4,Could be faster.
2026-04-06 23:50:34,25-34,Male,Excel,5,Best tool on the market.
2026-04-08 00:06:34,18-24,Male,Tableau,2,Needs better UI.
2026-03-29 11:20:34,25-34,Male,Excel,4,Steep learning curve.
2026-04-14 12:37:34,45+,Male,Excel,2,Basic features are lacking.
2026-04-02 05:16:34,18-24,Male,Excel,4,Could be faster.
2026-04-04 06:32:34,18-24,Female,Python,3,Basic features are lacking.
2026-04-10 12:56:34,35-44,Female,Power BI,4,I love the open source community.
2026-03-27 05:04:34,25-34,Female,Excel,3,Best tool on the market.
2026-03-31 08:48:34,25-34,Female,Tableau,3,Could be faster.
2026-04-18 13:00:34,18-24,Male,Tableau,4,"Great tool, highly recommended!"
2026-03-23 20:40:34,45+,Male,Tableau,3,Steep learning curve.
2026-04-11 20:08:34,35-44,Male,Excel,5,Needs better UI.
2026-04-10 02:28:34,18-24,Male,R,3,"Great tool, highly recommended!"
2026-04-02 11:31:34,25-34,Male,Python,4,Needs better UI.
2026-03-20 21:42:34,18-24,Male,R,4,Basic features are lacking.
2026-03-20 15:56:34,35-44,Female,Tableau,2,Steep learning curve.
2026-04-04 17:26:34,45+,Male,Python,5,Needs better UI.
2026-03-31 03:08:34,35-44,Male,R,1,Steep learning curve.
2026-03-23 07:48:34,18-24,Female,R,5,Basic features are lacking.
2026-04-01 14:25:34,25-34,Female,Power BI,3,Basic features are lacking.
2026-04-16 21:17:34,18-24,Male,Python,5,I love the open source community.
2026-04-01 04:32:34,25-34,Male,Python,5,Steep learning curve.
2026-04-07 10:50:34,35-44,Female,Python,5,Best tool on the market.
2026-03-27 07:50:34,25-34,Female,Excel,2,Needs better UI.
2026-04-14 22:43:34,45+,Male,Tableau,3,Needs better UI.
2026-04-05 15:35:34,35-44,Male,Power BI,5,I love the open source community.
2026-04-01 08:55:34,25-34,Female,Python,5,"Great tool, highly recommended!"
2026-04-07 17:12:34,35-44,Male,Python,5,I love the open source community.
2026-04-06 00:52:34,45+,Male,Tableau,3,Needs better UI.
2026-04-10 08:46:34,25-34,Male,Excel,4,Needs better UI.
2026-04-05 22:03:34,25-34,Female,Tableau,3,Needs better UI.
2026-03-30 13:39:34,25-34,Male,Python,5,I love the open source community.
2026-03-24 05:51:34,18-24,Male,R,5,Needs better UI.
2026-03-21 13:20:34,18-24,Male,Excel,2,Could be faster.
2026-03-26 02:20:34,35-44,Female,Python,4,"Great tool, highly recommended!"
2026-03-31 04:29:34,18-24,Male,Power BI,5,Needs better UI.
2026-04-05 05:44:34,35-44,Male,Power BI,5,Very useful for my job.
2026-03-31 20:28:34,18-24,Female,Python,4,Steep learning curve.
2026-04-13 07:12:34,18-24,Female,Python,5,Steep learning curve.
2026-03-22 06:35:34,45+,Female,R,2,Needs better UI.
2026-04-07 13:59:34,45+,Male,R,2,Basic features are lacking.
2026-04-19 14:32:34,35-44,Female,Power BI,4,Could be faster.
2026-03-24 07:55:34,18-24,Male,Power BI,4,"Great tool, highly recommended!"
2026-04-20 03:16:34,45+,Female,Excel,4,Could be faster.
2026-03-23 08:41:34,18-24,Male,Excel,2,Could be faster.
2026-04-13 10:27:34,45+,Male,Tableau,5,Steep learning curve.
2026-04-13 09:00:34,25-34,Male,Tableau,5,"Great tool, highly recommended!"
2026-04-19 15:22:08,45+,Female,Tableau,4,Basic features are lacking.
2026-04-19 15:25:53,18-24,Male,Python,3,Basic features are lacking.
2026-04-19 15:25:55,18-24,Male,R,2,Great tool!
2026-04-19 15:25:57,35-44,Male,Python,5,Basic features are lacking.
2026-04-19 15:25:59,18-24,Male,Python,3,Needs better UI.
2026-04-19 15:26:01,35-44,Male,Power BI,4,Basic features are lacking.
2026-04-19 15:26:03,25-34,Female,R,3,Great tool!
2026-04-19 15:26:05,18-24,Male,Power BI,5,Very useful.
2026-04-19 15:26:07,18-24,Female,Power BI,3,Needs better UI.
2026-04-19 15:26:09,25-34,Female,Power BI,3,Basic features are lacking.
2026-04-19 15:26:11,18-24,Male,Python,5,Great tool!
2026-04-19 15:26:13,25-34,Male,Power BI,4,Very useful.
2026-04-19 15:26:15,18-24,Non-Binary,Excel,2,Great tool!
2026-04-19 15:26:17,35-44,Male,R,1,Needs better UI.
2026-04-19 15:26:19,35-44,Female,Python,3,Great tool!
2026-04-19 15:26:21,18-24,Female,R,5,Great tool!
2026-04-19 15:26:23,18-24,Female,R,5,Needs better UI.
2026-04-19 15:26:26,35-44,Female,Python,3,Great tool!
2026-04-19 15:26:28,35-44,Female,Tableau,4,Needs better UI.
2026-04-19 15:26:30,18-24,Female,Python,3,Basic features are lacking.
2026-04-19 15:26:32,18-24,Female,Python,4,Basic features are lacking.
2026-04-19 15:26:34,18-24,Male,R,5,Basic features are lacking.
2026-04-19 15:26:36,45+,Male,Tableau,4,Great tool!
2026-04-19 15:26:38,18-24,Non-Binary,R,3,Great tool!
2026-04-19 15:26:40,45+,Male,Tableau,5,Basic features are lacking.
2026-04-19 15:26:42,25-34,Female,Python,5,Very useful.
2026-04-19 15:26:44,25-34,Male,Tableau,1,Basic features are lacking.
2026-04-19 15:26:46,25-34,Female,Python,3,Needs better UI.
2026-04-19 15:26:48,25-34,Female,Tableau,2,Great tool!
2026-04-19 15:26:50,18-24,Male,Tableau,5,Needs better UI.
2026-04-19 15:26:52,25-34,Male,Tableau,5,Great tool!
2026-04-19 15:26:54,25-34,Non-Binary,Power BI,4,Basic features are lacking.
2026-04-19 15:26:56,25-34,Male,Power BI,3,Needs better UI.
2026-04-19 15:26:58,18-24,Male,Python,5,Very useful.
2026-04-19 15:27:00,45+,Non-Binary,R,5,Basic features are lacking.
2026-04-19 15:27:02,25-34,Female,Tableau,1,Very useful.
2026-04-19 15:27:04,45+,Female,Python,3,Very useful.
2026-04-19 15:27:06,45+,Female,Python,5,Great tool!
2026-04-19 15:27:08,25-34,Female,Tableau,2,Great tool!
2026-04-19 15:27:10,25-34,Male,Tableau,2,Basic features are lacking.
2026-04-19 15:27:12,25-34,Female,Excel,3,Great tool!
2026-04-19 15:27:14,25-34,Female,Power BI,5,Very useful.
2026-04-19 15:27:16,25-34,Male,Excel,2,Great tool!
2026-04-19 15:27:18,18-24,Female,Power BI,4,Very useful.
2026-04-19 15:27:20,45+,Male,Power BI,5,Needs better UI.
2026-04-19 15:27:22,18-24,Male,Python,5,Basic features are lacking.
2026-04-19 15:27:24,35-44,Female,Tableau,4,Basic features are lacking.
2026-04-19 15:27:26,35-44,Male,Python,4,Basic features are lacking.
2026-04-19 15:27:28,18-24,Female,Power BI,3,Great tool!
2026-04-19 15:27:30,35-44,Male,R,4,Great tool!
2026-04-19 15:27:32,25-34,Female,R,4,Great tool!
2026-04-19 15:27:34,45+,Female,R,2,Very useful.
2026-04-19 15:27:36,25-34,Male,Power BI,4,Very useful.
2026-04-19 15:27:38,18-24,Male,R,5,Very useful.
2026-04-19 15:27:40,45+,Female,Python,5,Needs better UI.
2026-04-19 15:27:42,35-44,Female,Excel,1,Basic features are lacking.
2026-04-19 15:27:44,45+,Female,Tableau,2,Needs better UI.
2026-04-19 15:27:46,25-34,Male,Excel,5,Very useful.
2026-04-19 15:27:48,18-24,Female,Excel,3,Great tool!
2026-04-19 15:27:50,45+,Female,Excel,2,Great tool!
2026-04-19 15:27:52,45+,Male,Power BI,4,Great tool!
2026-04-19 15:27:54,45+,Male,R,4,Needs better UI.
2026-04-19 15:27:56,25-34,Male,Excel,5,Great tool!
2026-04-19 15:27:58,35-44,Female,Excel,1,Very useful.
2026-04-19 15:28:00,35-44,Male,Tableau,1,Needs better UI.
2026-04-19 15:28:02,25-34,Male,Python,5,Basic features are lacking.
2026-04-19 15:28:04,25-34,Female,R,1,Basic features are lacking.
2026-04-19 15:28:06,45+,Male,Power BI,5,Great tool!
2026-04-19 15:28:08,45+,Male,Tableau,2,Basic features are lacking.
2026-04-19 15:28:10,25-34,Male,R,3,Very useful.
2026-04-19 15:28:12,45+,Female,R,3,Needs better UI.
2026-04-19 15:28:14,25-34,Female,Python,3,Basic features are lacking.
2026-04-19 15:28:16,25-34,Female,Python,5,Very useful.
2026-04-19 15:28:18,18-24,Male,R,2,Basic features are lacking.
2026-04-19 15:28:20,18-24,Female,R,3,Very useful.
2026-04-19 15:28:22,18-24,Male,Python,5,Basic features are lacking.
2026-04-19 15:28:24,25-34,Female,Python,3,Very useful.
2026-04-19 15:28:26,45+,Male,Power BI,4,Great tool!
2026-04-19 15:28:28,35-44,Female,Excel,5,Needs better UI.
2026-04-19 15:28:30,18-24,Male,Tableau,1,Basic features are lacking.
2026-04-19 15:28:32,25-34,Female,Excel,3,Great tool!
2026-04-19 15:28:34,25-34,Female,R,5,Basic features are lacking.
2026-04-19 15:28:36,25-34,Female,Excel,3,Basic features are lacking.
2026-04-19 15:28:38,25-34,Female,Excel,3,Great tool!
2026-04-19 15:28:40,18-24,Female,Power BI,3,Very useful.
2026-04-19 15:28:42,18-24,Female,Excel,2,Very useful.
2026-04-19 15:28:44,25-34,Female,Tableau,5,Very useful.
2026-04-19 15:28:46,45+,Male,Python,4,Basic features are lacking.
2026-04-19 15:28:48,45+,Female,Python,5,Basic features are lacking.
2026-04-19 15:28:50,35-44,Female,Python,5,Very useful.
2026-04-19 15:28:52,35-44,Female,Python,5,Very useful.
2026-04-19 15:28:54,35-44,Male,Power BI,3,Needs better UI.
2026-04-19 15:28:56,25-34,Male,Power BI,5,Great tool!
2026-04-19 15:28:58,45+,Male,Tableau,4,Needs better UI.
2026-04-19 15:29:00,35-44,Male,Excel,4,Basic features are lacking.
2026-04-19 15:29:02,45+,Female,Excel,3,Needs better UI.
2026-04-19 15:29:04,18-24,Female,Excel,1,Basic features are lacking.
2026-04-19 15:29:06,35-44,Female,Power BI,4,Great tool!
2026-04-19 15:29:08,25-34,Female,Tableau,4,Great tool!
2026-04-19 15:29:10,35-44,Male,Power BI,3,Basic features are lacking.
2026-04-19 15:29:12,18-24,Male,Python,5,Great tool!
2026-04-19 15:29:14,45+,Male,Power BI,4,Great tool!
2026-04-19 15:29:16,18-24,Male,Tableau,3,Great tool!
2026-04-19 15:29:18,25-34,Female,Excel,3,Needs better UI.
2026-04-19 15:29:20,45+,Female,Python,3,Very useful.
2026-04-19 15:29:22,18-24,Female,Python,4,Basic features are lacking.
2026-04-19 15:29:24,35-44,Female,Tableau,5,Very useful.
2026-04-19 15:29:26,35-44,Male,Power BI,3,Great tool!
2026-04-19 15:29:28,45+,Male,R,1,Great tool!
2026-04-19 15:29:30,25-34,Female,Tableau,5,Very useful.
2026-04-19 15:29:32,45+,Male,Tableau,2,Very useful.
2026-04-19 15:29:34,35-44,Female,Excel,4,Needs better UI.
2026-04-19 15:29:36,18-24,Male,Python,4,Great tool!
2026-04-19 15:29:38,25-34,Male,Python,4,Needs better UI.
2026-04-19 15:29:40,18-24,Male,Tableau,5,Needs better UI.
2026-04-19 15:29:42,18-24,Male,R,4,Basic features are lacking.
2026-04-19 15:29:44,45+,Non-Binary,Excel,4,Basic features are lacking.
2026-04-19 15:29:46,35-44,Non-Binary,Tableau,5,Very useful.
2026-04-19 15:29:48,45+,Male,Power BI,4,Basic features are lacking.
2026-04-19 15:29:50,18-24,Female,Tableau,3,Very useful.
2026-04-19 15:29:52,45+,Male,Tableau,5,Basic features are lacking.
2026-04-19 15:29:54,35-44,Female,Python,5,Very useful.
2026-04-19 15:29:56,25-34,Female,Power BI,4,Great tool!
2026-04-19 15:29:58,18-24,Male,R,1,Basic features are lacking.
2026-04-19 15:30:00,35-44,Female,Power BI,5,Needs better UI.
2026-04-19 15:30:02,45+,Male,Excel,5,Great tool!
2026-04-19 15:30:04,35-44,Female,Python,3,Very useful.
2026-04-19 15:30:06,35-44,Female,Python,4,Basic features are lacking.
2026-04-19 15:30:08,18-24,Female,R,2,Needs better UI.
2026-04-19 15:30:10,45+,Male,Excel,4,Basic features are lacking.
2026-04-19 15:30:12,35-44,Male,Excel,4,Very useful.
2026-04-19 15:30:14,35-44,Male,Python,5,Basic features are lacking.
2026-04-19 15:30:16,25-34,Non-Binary,Python,5,Basic features are lacking.
2026-04-19 15:30:18,35-44,Male,R,4,Needs better UI.
2026-04-19 15:30:20,25-34,Male,Python,5,Great tool!
2026-04-19 15:30:22,18-24,Male,Power BI,3,Very useful.
2026-04-19 15:30:24,25-34,Female,Excel,3,Great tool!
2026-04-19 15:37:25,45+,Male,Power BI,3,Needs better UI.
2026-04-19 15:37:27,25-34,Male,R,5,Basic features are lacking.
2026-04-19 15:37:29,18-24,Female,Python,5,Needs better UI.
